ssp,period,gain_mean,gain_sd,loss_mean,loss_sd,stable_suit,stable_unsuit
ssp245,2041-2060,24.81462403337403,3.7673099496850657,5.233611874236874,3.5053416754763163,13.783005189255192,56.1687589031339
ssp245,2061-2080,25.514950905575905,4.854803393202621,8.68945868945869,4.498170118366185,10.327158374033374,55.46843203093203
ssp585,2041-2060,24.181865588115585,2.3538194655297064,7.338567104192105,4.9369277317210205,11.67804995929996,56.80151734839236
ssp585,2061-2080,26.387140059015064,8.483730420293702,12.482829670329672,5.031283933900233,6.533787393162393,54.59624287749288
